State,District,Disease,ISO_Year,ISO_Week,Cases,Deaths,Latitude,Longitude,Precipitation,Surface Temperature,LAI,Date,fever_cases,fever_rate,headache_cases,headache_rate,chills_cases,chills_rate,muscle_pain_cases,muscle_pain_rate,joint_pain_cases,joint_pain_rate,joint_swelling_cases,joint_swelling_rate,fatigue_cases,fatigue_rate,nausea_cases,nausea_rate,vomiting_cases,vomiting_rate,rash_cases,rash_rate,retro_orbital_pain_cases,retro_orbital_pain_rate,abdominal_pain_cases,abdominal_pain_rate,diarrhea_cases,diarrhea_rate,watery_diarrhea_cases,watery_diarrhea_rate,dehydration_cases,dehydration_rate,weakness_cases,weakness_rate,altered_mental_status_cases,altered_mental_status_rate,seizures_cases,seizures_rate
Madhya Pradesh,Khargone,Acute Diarrhoeal Disease,2018,17,46.0,0.0,21.825599,75.614182,8.38e-05,322.93333340000004,,2018-04-23,14,0.3043478260869565,0,0.0,6,0.1304347826086956,0,0.0,0,0.0,0,0.0,0,0.0,13,0.2826086956521739,20,0.4347826086956521,0,0.0,0,0.0,33,0.717391304347826,41,0.8913043478260869,0,0.0,12,0.2608695652173913,34,0.7391304347826086,0,0.0,0,0.0
Madhya Pradesh,Khargone,Acute Diarrhoeal Disease,2018,24,48.0,0.0,21.825599,75.614182,0.01031505603,307.61,4.0,2018-06-15,18,0.375,0,0.0,2,0.0416666666666666,0,0.0,0,0.0,0,0.0,0,0.0,15,0.3125,14,0.2916666666666667,0,0.0,0,0.0,34,0.7083333333333334,42,0.875,0,0.0,8,0.1666666666666666,31,0.6458333333333334,0,0.0,0,0.0
Madhya Pradesh,Khargone,Acute Diarrhoeal Disease,2018,25,34.0,0.0,21.825599,75.614182,0.2846452944,310.19,5.0,2018-06-23,9,0.2647058823529412,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,10,0.2941176470588235,10,0.2941176470588235,0,0.0,0,0.0,25,0.7352941176470589,27,0.7941176470588235,0,0.0,4,0.1176470588235294,20,0.5882352941176471,0,0.0,0,0.0
Madhya Pradesh,Khargone,Acute Diarrhoeal Disease,2018,26,57.0,0.0,21.825599,75.614182,0.382170324,309.09000000000003,,2018-06-25,26,0.4561403508771929,0,0.0,1,0.0175438596491228,0,0.0,0,0.0,0,0.0,0,0.0,20,0.3508771929824561,20,0.3508771929824561,0,0.0,0,0.0,37,0.6491228070175439,51,0.8947368421052632,0,0.0,12,0.2105263157894736,40,0.7017543859649122,0,0.0,0,0.0
Madhya Pradesh,Khargone,Acute Diarrhoeal Disease,2018,29,71.0,0.0,21.825599,75.614182,1.42602008,,1.0,2018-07-16,25,0.352112676056338,0,0.0,4,0.056338028169014,0,0.0,0,0.0,0,0.0,0,0.0,24,0.3380281690140845,24,0.3380281690140845,0,0.0,0,0.0,52,0.7323943661971831,68,0.9577464788732394,0,0.0,15,0.2112676056338028,50,0.704225352112676,0,0.0,0,0.0
Madhya Pradesh,Khargone,Acute Diarrhoeal Disease,2018,32,165.0,1.0,21.825599,75.614182,0.2379220767,,4.0,2018-08-10,56,0.3393939393939394,0,0.0,9,0.0545454545454545,0,0.0,0,0.0,0,0.0,0,0.0,55,0.3333333333333333,56,0.3393939393939394,0,0.0,0,0.0,105,0.6363636363636364,135,0.8181818181818182,0,0.0,19,0.1151515151515151,103,0.6242424242424243,0,0.0,0,0.0
Madhya Pradesh,Khargone,Acute Diarrhoeal Disease,2019,20,49.0,0.0,21.825599,75.614182,0.0009835676721,323.016,4.0,2019-05-18,14,0.2857142857142857,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,14,0.2857142857142857,21,0.4285714285714285,0,0.0,0,0.0,32,0.6530612244897959,44,0.8979591836734694,0,0.0,6,0.1224489795918367,34,0.6938775510204082,0,0.0,0,0.0
Madhya Pradesh,Khargone,Acute Diarrhoeal Disease,2021,25,174.0,0.0,21.825599,75.614182,0.2327137536,307.62,5.0,2021-06-24,44,0.2528735632183908,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,50,0.2873563218390804,55,0.3160919540229885,0,0.0,0,0.0,98,0.5632183908045977,141,0.8103448275862069,0,0.0,16,0.0919540229885057,91,0.5229885057471264,0,0.0,0,0.0
Madhya Pradesh,Khargone,Acute Diarrhoeal Disease,2021,28,138.0,0.0,21.825599,75.614182,0.3735497957,309.23,10.0,2021-07-13,34,0.2463768115942029,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,35,0.2536231884057971,24,0.1739130434782608,0,0.0,0,0.0,78,0.5652173913043478,111,0.8043478260869565,0,0.0,7,0.0507246376811594,74,0.5362318840579711,0,0.0,0,0.0
Madhya Pradesh,Khargone,Chikungunya,2011,19,8.0,0.0,21.825599,75.614182,0.0007785707953,318.0966666,4.0,2011-05-10,4,0.5,5,0.625,0,0.0,4,0.5,6,0.75,4,0.5,2,0.25,1,0.125,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Madhya Pradesh,Khargone,Chikungunya,2011,41,44.0,0.0,21.825599,75.614182,0.003579647631,306.7166666,15.0,2011-10-10,38,0.8636363636363636,16,0.3636363636363636,0,0.0,30,0.6818181818181818,42,0.9545454545454546,27,0.6136363636363636,22,0.5,14,0.3181818181818182,9,0.2045454545454545,14,0.3181818181818182,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Madhya Pradesh,Khargone,Chikungunya,2011,50,105.0,0.0,21.825599,75.614182,2.74e-05,306.3766666,5.0,2011-12-12,105,1.0,60,0.5714285714285714,0,0.0,91,0.8666666666666667,105,1.0,89,0.8476190476190476,62,0.5904761904761905,35,0.3333333333333333,23,0.219047619047619,54,0.5142857142857142,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Madhya Pradesh,Khargone,Chikungunya,2013,44,90.0,0.0,21.825599,75.614182,0.001283448222,305.92,11.0,2013-11-02,63,0.7,26,0.2888888888888888,0,0.0,57,0.6333333333333333,59,0.6555555555555556,43,0.4777777777777778,25,0.2777777777777778,4,0.0444444444444444,0,0.0,26,0.2888888888888888,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Madhya Pradesh,Khargone,Chikungunya,2014,17,35.0,0.0,21.825599,75.614182,0.01632683527,318.81333340000003,4.0,2014-04-25,27,0.7714285714285715,10,0.2857142857142857,0,0.0,21,0.6,26,0.7428571428571429,16,0.4571428571428571,7,0.2,5,0.1428571428571428,0,0.0,6,0.1714285714285714,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Madhya Pradesh,Khargone,Chikungunya,2016,44,25.0,0.0,21.825599,75.614182,8.94e-05,306.44,12.0,2016-11-04,22,0.88,6,0.24,0,0.0,16,0.64,17,0.68,13,0.52,9,0.36,2,0.08,0,0.0,5,0.2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Madhya Pradesh,Khargone,Chikungunya,2017,34,41.0,0.0,21.825599,75.614182,0.6359981043,298.2,8.0,2017-08-25,41,1.0,17,0.4146341463414634,0,0.0,33,0.8048780487804879,41,1.0,33,0.8048780487804879,23,0.5609756097560976,15,0.3658536585365853,7,0.1707317073170731,21,0.5121951219512195,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Madhya Pradesh,Khargone,Chikungunya,2017,40,32.0,0.0,21.825599,75.614182,0.006299255176,304.676,20.0,2017-10-02,32,1.0,12,0.375,0,0.0,26,0.8125,32,1.0,28,0.875,18,0.5625,9,0.28125,4,0.125,15,0.46875,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Madhya Pradesh,Khargone,Chikungunya,2017,43,48.0,0.0,21.825599,75.614182,0.002046705862,305.2266666,,2017-10-23,31,0.6458333333333334,11,0.2291666666666666,0,0.0,29,0.6041666666666666,36,0.75,24,0.5,6,0.125,3,0.0625,0,0.0,6,0.125,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Madhya Pradesh,Khargone,Chikungunya,2017,45,47.0,0.0,21.825599,75.614182,6.83e-05,306.5566666,10.0,2017-11-11,47,1.0,28,0.5957446808510638,0,0.0,44,0.9361702127659576,47,1.0,42,0.8936170212765957,32,0.6808510638297872,18,0.3829787234042553,11,0.2340425531914893,25,0.5319148936170213,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Madhya Pradesh,Khargone,Cholera,2015,24,44.0,0.0,21.825599,75.614182,0.04586098706,319.34000000000003,,2015-06-10,6,0.1363636363636363,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,5,0.1136363636363636,32,0.7272727272727273,0,0.0,0,0.0,18,0.4090909090909091,0,0.0,42,0.9545454545454546,29,0.6590909090909091,38,0.8636363636363636,0,0.0,0,0.0
Madhya Pradesh,Khargone,Dengue,2020,43,22.0,0.0,21.825599,75.614182,0.0829532973,303.98,11.0,2020-10-24,21,0.9545454545454546,17,0.7727272727272727,0,0.0,16,0.7272727272727273,18,0.8181818181818182,0,0.0,8,0.3636363636363636,10,0.4545454545454545,10,0.4545454545454545,14,0.6363636363636364,8,0.3636363636363636,0,0.0,1,0.0454545454545454,0,0.0,0,0.0,3,0.1363636363636363,0,0.0,0,0.0
Madhya Pradesh,Khargone,Malaria,2010,40,105.0,0.0,21.825599,75.614182,0.03789186794,305.704,17.0,2010-10-04,105,1.0,84,0.8,82,0.780952380952381,49,0.4666666666666667,0,0.0,0,0.0,84,0.8,38,0.3619047619047619,30,0.2857142857142857,0,0.0,0,0.0,0,0.0,19,0.1809523809523809,0,0.0,0,0.0,62,0.5904761904761905,0,0.0,0,0.0
Madhya Pradesh,Khargone,Malaria,2010,47,234.0,0.0,21.825599,75.614182,0.07003583866,301.416,7.0,2010-11-22,174,0.7435897435897436,151,0.6452991452991453,146,0.6239316239316239,70,0.2991452991452991,0,0.0,0,0.0,142,0.6068376068376068,27,0.1153846153846153,34,0.1452991452991453,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,78,0.3333333333333333,0,0.0,0,0.0
Madhya Pradesh,Mandla,Acute Diarrhoeal Disease,2009,31,111.0,3.0,22.68536625,80.58150562,0.2883064487,302.34000000000003,,2009-07-28,32,0.2882882882882883,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,40,0.3603603603603603,31,0.2792792792792792,0,0.0,0,0.0,74,0.6666666666666666,88,0.7927927927927928,0,0.0,13,0.1171171171171171,71,0.6396396396396397,0,0.0,0,0.0
Madhya Pradesh,Mandla,Acute Diarrhoeal Disease,2012,32,26.0,2.0,22.68536625,80.58150562,1.283515782,,5.0,2012-08-07,5,0.1923076923076923,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,9,0.3461538461538461,7,0.2692307692307692,0,0.0,0,0.0,15,0.5769230769230769,20,0.7692307692307693,0,0.0,0,0.0,12,0.4615384615384615,0,0.0,0,0.0
Madhya Pradesh,Mandla,Acute Diarrhoeal Disease,2018,26,9.0,0.0,22.68536625,80.58150562,1.015138133,309.17,8.0,2018-06-29,3,0.3333333333333333,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,0.3333333333333333,0,0.0,0,0.0,0,0.0,6,0.6666666666666666,6,0.6666666666666666,0,0.0,1,0.1111111111111111,4,0.4444444444444444,0,0.0,0,0.0
Madhya Pradesh,Mandla,Acute Diarrhoeal Disease,2018,29,4.0,1.0,22.68536625,80.58150562,1.201668438,302.40000000000003,12.0,2018-07-17,2,0.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.25,0,0.0,0,0.0,3,0.75,2,0.5,0,0.0,1,0.25,3,0.75,0,0.0,0,0.0
Madhya Pradesh,Mandla,Cholera,2016,30,49.0,6.0,22.68536625,80.58150562,0.631774217,,10.0,2016-07-30,7,0.1428571428571428,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,0.0408163265306122,33,0.673469387755102,0,0.0,0,0.0,15,0.3061224489795918,0,0.0,45,0.9183673469387756,37,0.7551020408163265,32,0.6530612244897959,0,0.0,0,0.0
Madhya Pradesh,Mandla,Dengue,2013,24,195.0,2.0,22.68536625,80.58150562,0.7003738826,314.0066666,5.0,2013-06-11,143,0.7333333333333333,104,0.5333333333333333,0,0.0,101,0.517948717948718,99,0.5076923076923077,0,0.0,48,0.2461538461538461,43,0.2205128205128205,6,0.0307692307692307,57,0.2923076923076923,43,0.2205128205128205,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Madhya Pradesh,Mandla,Dengue,2014,20,111.0,0.0,22.68536625,80.58150562,0.02503966181,313.432,9.0,2014-05-12,92,0.8288288288288288,72,0.6486486486486487,0,0.0,67,0.6036036036036037,65,0.5855855855855856,0,0.0,38,0.3423423423423423,40,0.3603603603603603,18,0.1621621621621621,39,0.3513513513513513,38,0.3423423423423423,0,0.0,0,0.0,0,0.0,0,0.0,2,0.018018018018018,0,0.0,0,0.0
Madhya Pradesh,Mandla,Malaria,2010,48,163.0,0.0,22.68536625,80.58150562,0.01170190724,302.192,14.0,2010-12-01,141,0.8650306748466258,111,0.6809815950920245,105,0.6441717791411042,65,0.3987730061349693,0,0.0,0,0.0,97,0.5950920245398773,30,0.1840490797546012,28,0.1717791411042944,0,0.0,0,0.0,0,0.0,2,0.0122699386503067,0,0.0,0,0.0,54,0.3312883435582822,0,0.0,0,0.0
Madhya Pradesh,Mandla,Malaria,2011,45,33.0,0.0,22.68536625,80.58150562,6.24e-05,303.9666666,14.0,2011-11-11,32,0.9696969696969696,23,0.696969696969697,25,0.7575757575757576,9,0.2727272727272727,0,0.0,0,0.0,27,0.8181818181818182,8,0.2424242424242424,6,0.1818181818181818,0,0.0,0,0.0,0,0.0,4,0.1212121212121212,0,0.0,0,0.0,14,0.4242424242424242,0,0.0,0,0.0
Madhya Pradesh,Mandla,Malaria,2013,1,11.0,0.0,22.68536625,80.58150562,0.03358013003,298.65500000000003,9.0,2013-01-05,8,0.7272727272727273,6,0.5454545454545454,7,0.6363636363636364,2,0.1818181818181818,0,0.0,0,0.0,7,0.6363636363636364,1,0.0909090909090909,1,0.0909090909090909,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,4,0.3636363636363636,0,0.0,0,0.0
Madhya Pradesh,Mandla,Malaria,2013,12,14.0,0.0,22.68536625,80.58150562,0.1797353022,304.9033334,6.0,2013-03-20,11,0.7857142857142857,9,0.6428571428571429,8,0.5714285714285714,7,0.5,0,0.0,0,0.0,10,0.7142857142857143,1,0.0714285714285714,3,0.2142857142857142,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,4,0.2857142857142857,0,0.0,0,0.0
Madhya Pradesh,Mandla,Malaria,2014,5,31.0,0.0,22.68536625,80.58150562,0.005135531505,296.74,10.0,2014-01-27,27,0.8709677419354839,17,0.5483870967741935,17,0.5483870967741935,10,0.3225806451612903,0,0.0,0,0.0,18,0.5806451612903226,4,0.1290322580645161,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,7,0.2258064516129032,0,0.0,0,0.0
Madhya Pradesh,Mandla,Malaria,2014,26,15.0,0.0,22.68536625,80.58150562,0.5874556802,306.87,10.0,2014-06-23,15,1.0,9,0.6,10,0.6666666666666666,7,0.4666666666666667,0,0.0,0,0.0,7,0.4666666666666667,2,0.1333333333333333,3,0.2,0,0.0,0,0.0,0,0.0,2,0.1333333333333333,0,0.0,0,0.0,6,0.4,0,0.0,0,0.0
Madhya Pradesh,Mandla,Malaria,2014,30,21.0,0.0,22.68536625,80.58150562,1.459695788,,2.0,2014-07-24,21,1.0,17,0.8095238095238095,15,0.7142857142857143,7,0.3333333333333333,0,0.0,0,0.0,17,0.8095238095238095,4,0.1904761904761904,3,0.1428571428571428,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,6,0.2857142857142857,0,0.0,0,0.0
Madhya Pradesh,Mandla,Malaria,2014,44,207.0,0.0,22.68536625,80.58150562,0.03074617816,302.6666666,18.0,2014-10-28,191,0.9227053140096618,155,0.748792270531401,160,0.7729468599033816,96,0.463768115942029,0,0.0,0,0.0,147,0.7101449275362319,48,0.2318840579710145,60,0.2898550724637681,0,0.0,0,0.0,0,0.0,20,0.0966183574879227,0,0.0,0,0.0,88,0.4251207729468599,0,0.0,0,0.0
Madhya Pradesh,Mandla,Malaria,2014,45,7.0,1.0,22.68536625,80.58150562,0.0008195076441,302.03200000000004,18.0,2014-11-06,6,0.8571428571428571,5,0.7142857142857143,6,0.8571428571428571,3,0.4285714285714285,0,0.0,0,0.0,5,0.7142857142857143,1,0.1428571428571428,1,0.1428571428571428,0,0.0,0,0.0,0,0.0,1,0.1428571428571428,0,0.0,0,0.0,3,0.4285714285714285,0,0.0,0,0.0
Madhya Pradesh,Mandla,Malaria,2015,20,16.0,0.0,22.68536625,80.58150562,0.0247886308,315.03000000000003,6.0,2015-05-11,12,0.75,9,0.5625,11,0.6875,5,0.3125,0,0.0,0,0.0,10,0.625,3,0.1875,3,0.1875,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,6,0.375,0,0.0,0,0.0
Madhya Pradesh,Mandla,Malaria,2015,29,11.0,0.0,22.68536625,80.58150562,0.3312562979,303.02,12.0,2015-07-18,8,0.7272727272727273,9,0.8181818181818182,8,0.7272727272727273,4,0.3636363636363636,0,0.0,0,0.0,6,0.5454545454545454,0,0.0,3,0.2727272727272727,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,5,0.4545454545454545,0,0.0,0,0.0
Madhya Pradesh,Mandla,Malaria,2015,40,27.0,1.0,22.68536625,80.58150562,0.005318695921,302.7133334,25.0,2015-10-02,20,0.7407407407407407,21,0.7777777777777778,19,0.7037037037037037,7,0.2592592592592592,0,0.0,0,0.0,21,0.7777777777777778,3,0.1111111111111111,2,0.074074074074074,0,0.0,0,0.0,0,0.0,4,0.1481481481481481,0,0.0,0,0.0,8,0.2962962962962963,0,0.0,0,0.0
Madhya Pradesh,Mandla,Malaria,2015,41,135.0,0.0,22.68536625,80.58150562,7.26e-05,306.6,21.0,2015-10-10,118,0.8740740740740741,82,0.6074074074074074,88,0.6518518518518519,48,0.3555555555555555,0,0.0,0,0.0,102,0.7555555555555555,22,0.1629629629629629,16,0.1185185185185185,0,0.0,0,0.0,0,0.0,6,0.0444444444444444,0,0.0,0,0.0,48,0.3555555555555555,0,0.0,0,0.0
Madhya Pradesh,Mandla,Malaria,2015,43,12.0,0.0,22.68536625,80.58150562,0.08337386316,306.14,,2015-10-24,12,1.0,9,0.75,9,0.75,6,0.5,0,0.0,0,0.0,7,0.5833333333333334,1,0.0833333333333333,3,0.25,0,0.0,0,0.0,0,0.0,3,0.25,0,0.0,0,0.0,5,0.4166666666666667,0,0.0,0,0.0
Madhya Pradesh,Mandsaur,Acute Diarrhoeal Disease,2009,26,156.0,0.0,24.2651306,75.38718194,0.07596816822,315.872,2.0,2009-06-27,75,0.4807692307692308,0,0.0,25,0.1602564102564102,0,0.0,0,0.0,0,0.0,0,0.0,68,0.4358974358974359,73,0.4679487179487179,0,0.0,0,0.0,119,0.7628205128205128,153,0.9807692307692308,0,0.0,48,0.3076923076923077,123,0.7884615384615384,0,0.0,0,0.0
Madhya Pradesh,Mandsaur,Acute Diarrhoeal Disease,2013,11,24.0,0.0,24.2651306,75.38718194,6.76e-05,312.8066666,,2013-03-14,4,0.1666666666666666,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,5,0.2083333333333333,8,0.3333333333333333,0,0.0,0,0.0,13,0.5416666666666666,15,0.625,0,0.0,0,0.0,12,0.5,0,0.0,0,0.0
Madhya Pradesh,Mandsaur,Acute Diarrhoeal Disease,2014,52,239.0,0.0,24.2651306,75.38718194,5.02e-05,296.584,8.0,2014-12-25,94,0.3933054393305439,0,0.0,2,0.00836820083682,0,0.0,0,0.0,0,0.0,0,0.0,80,0.3347280334728033,78,0.3263598326359833,0,0.0,0,0.0,143,0.5983263598326359,201,0.8410041841004184,0,0.0,34,0.1422594142259414,146,0.6108786610878661,0,0.0,0,0.0
Madhya Pradesh,Mandsaur,Acute Diarrhoeal Disease,2015,18,63.0,0.0,24.2651306,75.38718194,0.001109563818,317.09200000000004,,2015-04-30,19,0.3015873015873015,0,0.0,2,0.0317460317460317,0,0.0,0,0.0,0,0.0,0,0.0,20,0.3174603174603174,25,0.3968253968253968,0,0.0,0,0.0,35,0.5555555555555556,55,0.873015873015873,0,0.0,9,0.1428571428571428,42,0.6666666666666666,0,0.0,0,0.0
Madhya Pradesh,Mandsaur,Acute Diarrhoeal Disease,2015,47,30.0,0.0,24.2651306,75.38718194,4.6e-05,306.016,6.0,2015-11-22,4,0.1333333333333333,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,6,0.2,6,0.2,0,0.0,0,0.0,17,0.5666666666666667,24,0.8,0,0.0,1,0.0333333333333333,17,0.5666666666666667,0,0.0,0,0.0
Madhya Pradesh,Mandsaur,Acute Diarrhoeal Disease,2016,18,37.0,0.0,24.2651306,75.38718194,0.06158245295,319.74333340000004,,2016-05-07,15,0.4054054054054054,0,0.0,1,0.027027027027027,0,0.0,0,0.0,0,0.0,0,0.0,13,0.3513513513513513,18,0.4864864864864865,0,0.0,0,0.0,26,0.7027027027027027,32,0.8648648648648649,0,0.0,10,0.2702702702702703,29,0.7837837837837838,0,0.0,0,0.0
Madhya Pradesh,Mandsaur,Acute Diarrhoeal Disease,2017,46,35.0,0.0,24.2651306,75.38718194,2.57e-05,306.34000000000003,6.0,2017-11-14,8,0.2285714285714285,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,13,0.3714285714285714,9,0.2571428571428571,0,0.0,0,0.0,21,0.6,27,0.7714285714285715,0,0.0,6,0.1714285714285714,21,0.6,0,0.0,0,0.0
Madhya Pradesh,Mandsaur,Acute Diarrhoeal Disease,2022,18,254.0,0.0,24.2651306,75.38718194,0.0113970782,317.3666666,3.0,2022-05-07,88,0.3464566929133858,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,90,0.3543307086614173,78,0.3070866141732283,0,0.0,0,0.0,157,0.6181102362204725,213,0.8385826771653543,0,0.0,22,0.0866141732283464,151,0.594488188976378,0,0.0,0,0.0
Madhya Pradesh,Mandsaur,Malaria,2011,44,29.0,4.0,24.2651306,75.38718194,5.96e-05,308.05333340000004,5.0,2011-11-02,25,0.8620689655172413,13,0.4482758620689655,21,0.7241379310344828,11,0.3793103448275862,0,0.0,0,0.0,18,0.6206896551724138,3,0.1034482758620689,5,0.1724137931034483,0,0.0,0,0.0,0,0.0,1,0.0344827586206896,0,0.0,0,0.0,13,0.4482758620689655,0,0.0,0,0.0
Madhya Pradesh,Mandsaur,Malaria,2013,29,20.0,0.0,24.2651306,75.38718194,0.7179511373,302.34000000000003,4.0,2013-07-18,20,1.0,18,0.9,13,0.65,8,0.4,0,0.0,0,0.0,16,0.8,2,0.1,5,0.25,0,0.0,0,0.0,0,0.0,1,0.05,0,0.0,0,0.0,9,0.45,0,0.0,0,0.0
Madhya Pradesh,Mandsaur,Malaria,2015,40,27.0,0.0,24.2651306,75.38718194,0.0001030106842,312.31,6.0,2015-10-01,24,0.8888888888888888,19,0.7037037037037037,16,0.5925925925925926,8,0.2962962962962963,0,0.0,0,0.0,19,0.7037037037037037,3,0.1111111111111111,8,0.2962962962962963,0,0.0,0,0.0,0,0.0,5,0.1851851851851851,0,0.0,0,0.0,10,0.3703703703703703,0,0.0,0,0.0
Madhya Pradesh,Morena,Acute Diarrhoeal Disease,2009,27,59.0,0.0,26.166667,77.5,0.3380770713,314.2,,2009-07-03,18,0.3050847457627119,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,18,0.3050847457627119,10,0.1694915254237288,0,0.0,0,0.0,32,0.5423728813559322,42,0.711864406779661,0,0.0,4,0.0677966101694915,33,0.559322033898305,0,0.0,0,0.0
Madhya Pradesh,Morena,Acute Diarrhoeal Disease,2009,34,25.0,2.0,26.166667,77.5,1.479588168,,,2009-08-20,5,0.2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,0.12,6,0.24,0,0.0,0,0.0,14,0.56,21,0.84,0,0.0,1,0.04,12,0.48,0,0.0,0,0.0
Madhya Pradesh,Morena,Acute Diarrhoeal Disease,2009,36,35.0,0.0,26.166667,77.5,0.5106303734,306.21,13.0,2009-08-31,9,0.2571428571428571,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,9,0.2571428571428571,10,0.2857142857142857,0,0.0,0,0.0,13,0.3714285714285714,22,0.6285714285714286,0,0.0,2,0.0571428571428571,16,0.4571428571428571,0,0.0,0,0.0
Madhya Pradesh,Morena,Acute Diarrhoeal Disease,2010,31,26.0,0.0,26.166667,77.5,0.6273805897,302.38,8.0,2010-08-03,7,0.2692307692307692,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,9,0.3461538461538461,7,0.2692307692307692,0,0.0,0,0.0,12,0.4615384615384615,21,0.8076923076923077,0,0.0,3,0.1153846153846153,15,0.5769230769230769,0,0.0,0,0.0
Madhya Pradesh,Morena,Acute Diarrhoeal Disease,2011,8,12.0,0.0,26.166667,77.5,0.1326510865,298.385,12.0,2011-02-21,4,0.3333333333333333,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,4,0.3333333333333333,2,0.1666666666666666,0,0.0,0,0.0,10,0.8333333333333334,11,0.9166666666666666,0,0.0,4,0.3333333333333333,9,0.75,0,0.0,0,0.0
Madhya Pradesh,Morena,Acute Diarrhoeal Disease,2013,27,35.0,0.0,26.166667,77.5,0.3363460802,302.5666666,,2013-07-04,11,0.3142857142857143,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,10,0.2857142857142857,12,0.3428571428571428,0,0.0,0,0.0,22,0.6285714285714286,27,0.7714285714285715,0,0.0,2,0.0571428571428571,15,0.4285714285714285,0,0.0,0,0.0
Madhya Pradesh,Morena,Acute Diarrhoeal Disease,2013,35,11.0,2.0,26.166667,77.5,0.8222058393,303.13,16.0,2013-08-27,3,0.2727272727272727,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,4,0.3636363636363636,3,0.2727272727272727,0,0.0,0,0.0,8,0.7272727272727273,10,0.9090909090909092,0,0.0,3,0.2727272727272727,8,0.7272727272727273,0,0.0,0,0.0
Madhya Pradesh,Morena,Acute Diarrhoeal Disease,2016,19,80.0,0.0,26.166667,77.5,0.02583339529,315.12,4.0,2016-05-12,24,0.3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,16,0.2,18,0.225,0,0.0,0,0.0,48,0.6,58,0.725,0,0.0,4,0.05,47,0.5875,0,0.0,0,0.0
Madhya Pradesh,Morena,Acute Diarrhoeal Disease,2016,21,41.0,0.0,26.166667,77.5,0.02093716194,308.75,3.0,2016-05-29,12,0.2926829268292683,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,13,0.3170731707317073,12,0.2926829268292683,0,0.0,0,0.0,25,0.6097560975609756,37,0.902439024390244,0,0.0,7,0.1707317073170731,28,0.6829268292682927,0,0.0,0,0.0
