date,disease,state,district,number_of_outbreak_locations,aggregate_intensity,maximum_intensity,affected_taluk_count
2022-09-11,leptospirosis_confirmed,Kerala,Palakkad,0,0.0,0.0,1
2022-09-11,leptospirosis_confirmed,Kerala,Pathanamthitta,0,0.0,0.0,1
2022-09-11,leptospirosis_probable,Kerala,Palakkad,0,0.0,0.0,1
2022-09-11,scrub_typhus,Kerala,Alappuzha,0,0.003113928912825,0.003113928912825,1
2022-09-11,scrub_typhus,Kerala,Kasaragod,0,0.0005207380037366,0.0005207380037366,1
2022-09-11,typhoid,Kerala,Idukki,0,0.0,0.0,1
2022-09-11,typhoid,Kerala,Kannur,0,0.0,0.0,1
2022-09-11,typhoid,Kerala,Kollam,0,0.0,0.0,1
2022-09-11,typhoid,Kerala,Thiruvananthapuram,0,0.0,0.0,1
2022-09-11,typhoid,Kerala,Thrissur,1,0.9999999983333334,0.9999999983333334,1
2022-09-12,acute_diarrheal_disease,Kerala,Kozhikode,0,0.0,0.0,1
2022-09-12,acute_diarrheal_disease,Kerala,Malappuram,1,0.0,0.0,1
2022-09-12,acute_diarrheal_disease,Kerala,Palakkad,0,5.796496074642428e-05,5.796496074642428e-05,1
2022-09-12,chicken_pox,Kerala,Kottayam,0,0.9999999983333334,0.9999999983333334,1
2022-09-12,dengue,Kerala,Ernakulam,0,0.0031345399636377,0.0031345399636377,2
2022-09-12,dengue,Kerala,Idukki,2,0.2319905448614259,0.2319905448614259,2
2022-09-12,dengue,Kerala,Kollam,1,0.2270109537041245,0.2270109537041245,1
2022-09-12,dengue,Kerala,Malappuram,1,0.0015166021573847,0.0015166021573847,1
2022-09-12,food_poisoning,Kerala,Ernakulam,1,0.0,0.0,1
2022-09-12,food_poisoning,Kerala,Palakkad,1,0.0,0.0,1
2022-09-12,hepatitis_c,Kerala,Ernakulam,0,0.0874292783407131,0.0874292783407131,1
2022-09-12,leptospirosis_confirmed,Kerala,Malappuram,1,1.7276569469226453e-05,1.7276569469226453e-05,1
2022-09-12,leptospirosis_probable,Kerala,Kozhikode,0,0.0,0.0,1
2022-09-12,malaria,Kerala,Kasaragod,0,0.0,0.0,1
2022-09-12,malaria,Kerala,Kollam,0,8.958221206265572e-05,8.958221206265572e-05,1
2022-09-12,malaria,Kerala,Kottayam,0,0.0,0.0,1
2022-09-12,malaria,Kerala,Thiruvananthapuram,0,0.0006133365839295,0.0006133365839295,1
2022-09-12,scrub_typhus,Kerala,Malappuram,1,0.0,0.0,1
2022-09-13,chicken_pox,Kerala,Kannur,0,0.0083759218840632,0.0083759218840632,1
2022-09-13,dengue,Kerala,Kannur,1,0.0240765362880031,0.0240765362880031,1
2022-09-13,dengue,Kerala,Malappuram,1,0.9999999983333334,0.9999999983333334,1
2022-09-13,dengue,Kerala,Palakkad,1,6.987412540887147e-05,6.987412540887147e-05,1
2022-09-13,food_poisoning,Kerala,Kannur,1,0.0,0.0,1
2022-09-13,hepatitis_c,Kerala,Palakkad,0,0.0,0.0,2
2022-09-13,leptospirosis_confirmed,Kerala,Kannur,1,0.0,0.0,1
2022-09-13,leptospirosis_confirmed,Kerala,Malappuram,0,0.5334032565190063,0.5334032565190063,1
2022-09-13,leptospirosis_probable,Kerala,Kasaragod,0,0.0022542021264131,0.0022542021264131,1
2022-09-13,leptospirosis_probable,Kerala,Kozhikode,0,0.0005795279225613,0.0005795279225613,2
2022-09-13,leptospirosis_probable,Kerala,Malappuram,0,0.0307625826874383,0.0307625826874383,1
2022-09-13,malaria,Kerala,Idukki,0,0.0,0.0,1
2022-09-13,malaria,Kerala,Kannur,0,0.0,0.0,1
2022-09-13,malaria,Kerala,Pathanamthitta,0,0.0003224959634255,0.0003224959634255,1
2022-09-13,malaria,Kerala,Thiruvananthapuram,0,0.9999999983333334,0.9999999983333334,1
2022-09-14,chicken_pox,Kerala,Ernakulam,1,0.0,0.0,1
2022-09-14,chicken_pox,Kerala,Kollam,0,0.0,0.0,1
2022-09-14,chicken_pox,Kerala,Kottayam,0,0.00373671469539,0.00373671469539,1
2022-09-14,chicken_pox,Kerala,Palakkad,0,0.0012765465218928,0.0012765465218928,1
2022-09-14,chicken_pox,Kerala,Thiruvananthapuram,0,0.0,0.0,1
2022-09-14,dengue,Kerala,Kasaragod,1,0.001815598052318,0.001815598052318,1
2022-09-14,dengue,Kerala,Kollam,1,0.9999999983333334,0.9999999983333334,1
2022-09-14,dengue,Kerala,Malappuram,1,0.0,0.0,1
2022-09-14,dengue,Kerala,Pathanamthitta,1,0.0,0.0,1
2022-09-14,fever_op,Kerala,Wayanad,0,0.0,0.0,1
2022-09-14,food_poisoning,Kerala,Alappuzha,0,0.0,0.0,2
2022-09-14,food_poisoning,Kerala,Palakkad,1,0.0,0.0,1
2022-09-14,leptospirosis_confirmed,Kerala,Thrissur,0,0.0,0.0,1
2022-09-14,leptospirosis_probable,Kerala,Ernakulam,0,0.0,0.0,1
2022-09-14,leptospirosis_probable,Kerala,Kannur,1,0.0009674878902766,0.0009674878902766,1
2022-09-14,leptospirosis_probable,Kerala,Kollam,0,0.0,0.0,1
2022-09-14,malaria,Kerala,Ernakulam,0,0.0,0.0,1
2022-09-14,malaria,Kerala,Kottayam,1,0.0,0.0,1
2022-09-14,malaria,Kerala,Wayanad,1,0.0,0.0,1
2022-09-15,chicken_pox,Kerala,Ernakulam,0,0.0,0.0,1
2022-09-15,chicken_pox,Kerala,Malappuram,0,0.0001034470126337,0.0001034470126337,1
2022-09-15,chicken_pox,Kerala,Palakkad,0,9.33951349144282e-05,9.33951349144282e-05,1
2022-09-15,chicken_pox,Kerala,Wayanad,1,0.0,0.0,1
2022-09-15,dengue,Kerala,Kasaragod,1,0.0,0.0,1
2022-09-15,fever_ip,Kerala,Alappuzha,1,0.0,0.0,1
2022-09-15,fever_ip,Kerala,Kollam,0,0.0588147192520926,0.0588147192520926,1
2022-09-15,fever_ip,Kerala,Thrissur,0,0.0,0.0,1
2022-09-15,fever_op,Kerala,Alappuzha,1,0.0055899300327097,0.0055899300327097,1
2022-09-15,fever_op,Kerala,Thiruvananthapuram,1,0.0131383422957848,0.0131383422957848,1
2022-09-15,food_poisoning,Kerala,Thiruvananthapuram,0,0.0,0.0,1
2022-09-15,food_poisoning,Kerala,Thrissur,1,0.0,0.0,1
2022-09-15,hepatitis_a_confirmed,Kerala,Alappuzha,1,0.0,0.0,1
2022-09-15,hepatitis_a_confirmed,Kerala,Kasaragod,1,0.0,0.0,1
2022-09-15,hepatitis_a_confirmed,Kerala,Thrissur,0,0.0001835432135684,0.0001835432135684,1
2022-09-15,leptospirosis_confirmed,Kerala,Idukki,1,0.0,0.0,1
2022-09-15,leptospirosis_confirmed,Kerala,Kollam,1,0.0024948907399112,0.0024948907399112,1
2022-09-15,leptospirosis_probable,Kerala,Kasaragod,0,0.0,0.0,1
2022-09-15,leptospirosis_probable,Kerala,Kottayam,0,0.0,0.0,1
2022-09-15,leptospirosis_probable,Kerala,Malappuram,1,0.0011488561776688,0.0011488561776688,1
2022-09-15,leptospirosis_probable,Kerala,Palakkad,1,0.0033862076159683,0.0033862076159683,1
2022-09-16,chicken_pox,Kerala,Ernakulam,1,0.0,0.0,1
2022-09-16,chicken_pox,Kerala,Kottayam,1,0.0008868638994202,0.0008868638994202,1
2022-09-16,chicken_pox,Kerala,Palakkad,1,0.0,0.0,1
2022-09-16,chicken_pox,Kerala,Thiruvananthapuram,0,0.0,0.0,1
2022-09-16,chikungunya,Kerala,Kottayam,0,0.0,0.0,1
2022-09-16,fever_ip,Kerala,Kannur,1,0.0123477741428072,0.0123477741428072,1
2022-09-16,fever_ip,Kerala,Kasaragod,0,0.0001549599794973,0.0001549599794973,1
2022-09-16,fever_op,Kerala,Kollam,1,0.012186154047359,0.012186154047359,1
2022-09-16,fever_op,Kerala,Malappuram,0,0.0,0.0,1
2022-09-16,fever_op,Kerala,Palakkad,1,0.0059424763991313,0.0059424763991313,1
2022-09-16,fever_op,Kerala,Wayanad,0,0.0,0.0,1
2022-09-16,food_poisoning,Kerala,Kozhikode,0,0.0001253204226445,0.0001253204226445,1
2022-09-16,hepatitis_a_confirmed,Kerala,Kollam,0,0.0,0.0,1
2022-09-16,hepatitis_a_confirmed,Kerala,Malappuram,1,0.0,0.0,1
2022-09-17,chicken_pox,Kerala,Kannur,1,0.0,0.0,1
2022-09-17,chicken_pox,Kerala,Kottayam,1,0.0,0.0,1
2022-09-17,chicken_pox,Kerala,Pathanamthitta,0,0.0013908789571969,0.0013908789571969,2
2022-09-17,fever_ip,Kerala,Alappuzha,1,0.0192673236730733,0.0192673236730733,1
2022-09-17,fever_ip,Kerala,Kannur,0,0.0,0.0,1
2022-09-17,fever_ip,Kerala,Thiruvananthapuram,1,0.0,0.0,1
2022-09-17,hepatitis_a_confirmed,Kerala,Alappuzha,0,0.0,0.0,1
2022-09-17,hepatitis_a_confirmed,Kerala,Ernakulam,0,0.0,0.0,1
2022-09-17,hepatitis_a_confirmed,Kerala,Kannur,0,0.0004614620189306,0.0004614620189306,1
2022-09-18,chicken_pox,Kerala,Alappuzha,1,9.989833954446306e-05,9.989833954446306e-05,1
2022-09-18,chicken_pox,Kerala,Kannur,0,0.0038849161700308,0.0038849161700308,1
2022-09-18,chicken_pox,Kerala,Palakkad,1,0.0003628079588537,0.0003628079588537,1
2022-09-18,chicken_pox,Kerala,Thiruvananthapuram,0,0.930362345888238,0.930362345888238,1
2022-09-18,fever_ip,Kerala,Pathanamthitta,0,0.0,0.0,1
2022-09-18,fever_ip,Kerala,Thrissur,0,0.0,0.0,1
2022-09-18,food_poisoning,Kerala,Palakkad,1,0.0,0.0,1
2022-09-18,food_poisoning,Kerala,Thiruvananthapuram,0,0.0,0.0,1
2022-09-18,hepatitis_a_confirmed,Kerala,Ernakulam,1,0.0,0.0,1
2022-09-18,hepatitis_a_confirmed,Kerala,Kottayam,1,0.0,0.0,1
2022-09-18,hepatitis_a_confirmed,Kerala,Malappuram,1,0.0,0.0,1
2022-09-19,fever_ip,Kerala,Kasaragod,2,0.0085327497262824,0.0078300014887818,2
2022-09-19,fever_ip,Kerala,Wayanad,2,0.0019740433838786,0.0019740433838786,2
2022-09-19,food_poisoning,Kerala,Thiruvananthapuram,1,0.0,0.0,1
2022-09-20,fever_ip,Kerala,Kannur,1,0.0,0.0,1
2022-09-20,fever_ip,Kerala,Palakkad,1,0.0162423376111652,0.0162423376111652,1
2022-09-20,fever_ip,Kerala,Thiruvananthapuram,0,0.0,0.0,1
2022-09-20,food_poisoning,Kerala,Idukki,1,0.0,0.0,1
2022-09-20,food_poisoning,Kerala,Kollam,1,0.0,0.0,1
2022-09-20,food_poisoning,Kerala,Palakkad,1,0.058175099071911,0.058175099071911,1
2022-09-21,fever_ip,Kerala,Kannur,0,0.0,0.0,1
2022-09-21,food_poisoning,Kerala,Alappuzha,0,0.0005795279225613,0.0005795279225613,2
2022-09-22,fever_ip,Kerala,Kannur,0,0.0011345459442299,0.0011345459442299,1
2022-09-22,fever_ip,Kerala,Kozhikode,0,0.0019914125741528,0.0019914125741528,1
2022-09-23,fever_ip,Kerala,Kasaragod,1,0.0,0.0,1
2022-09-23,fever_ip,Kerala,Malappuram,1,0.0014713878331291,0.0014713878331291,1
2022-09-24,chikungunya,Kerala,Ernakulam,0,0.0,0.0,1
2022-09-30,chikungunya,Kerala,Malappuram,1,0.0,0.0,1
2022-10-01,influenza_h1n1_seasonal,Kerala,Idukki,0,0.0,0.0,1
2022-10-01,influenza_h1n1_seasonal,Kerala,Kasaragod,1,0.0,0.0,1
2022-10-02,influenza_h1n1_seasonal,Kerala,Idukki,0,0.0042192354307101,0.0042192354307101,1
2022-10-03,influenza_h1n1_seasonal,Kerala,Ernakulam,0,0.0,0.0,1
2022-10-03,influenza_h1n1_seasonal,Kerala,Kottayam,0,0.0004178492771592,0.0004178492771592,1
2022-10-03,influenza_h1n1_seasonal,Kerala,Thrissur,0,0.0007143319043446,0.0007143319043446,2
2022-10-04,influenza_h1n1_seasonal,Kerala,Kannur,0,0.0,0.0,1
2022-10-05,influenza_h1n1_seasonal,Kerala,Alappuzha,0,0.0,0.0,1
2022-10-05,influenza_h1n1_seasonal,Kerala,Idukki,0,0.0,0.0,1
2022-10-05,influenza_h1n1_seasonal,Kerala,Kannur,1,0.1799701898542718,0.1799701898542718,1
2022-10-05,influenza_h1n1_seasonal,Kerala,Thrissur,0,0.0,0.0,1
2022-10-06,influenza_h1n1_seasonal,Kerala,Idukki,0,0.0,0.0,1
2022-10-06,influenza_h1n1_seasonal,Kerala,Thiruvananthapuram,0,0.0,0.0,1
2022-10-07,influenza_h1n1_seasonal,Kerala,Kollam,0,0.0,0.0,1
2022-10-08,influenza_h1n1_seasonal,Kerala,Wayanad,0,0.002329137513629,0.002329137513629,1
2022-10-12,hepatitis_a_probable,Kerala,Kannur,1,0.0,0.0,1
2022-10-13,acute_diarrheal_disease,Kerala,Malappuram,0,0.0,0.0,1
2022-10-13,hepatitis_a_probable,Kerala,Ernakulam,1,0.003190697813696,0.003190697813696,1
2022-10-13,hepatitis_a_probable,Kerala,Kannur,0,0.0,0.0,1
2022-10-13,hepatitis_a_probable,Kerala,Malappuram,1,0.0001962435084051,0.0001962435084051,1
2022-10-13,hepatitis_b,Kerala,Ernakulam,1,4.031199542819508e-05,4.031199542819508e-05,1
2022-10-13,hepatitis_b,Kerala,Idukki,1,0.0,0.0,1
2022-10-13,hepatitis_b,Kerala,Thrissur,0,0.0006479001054031,0.0006479001054031,1
2022-10-13,typhoid,Kerala,Kollam,0,0.0,0.0,2
2022-10-14,acute_diarrheal_disease,Kerala,Kasaragod,1,0.0002096223762266,0.0002096223762266,1
2022-10-14,acute_diarrheal_disease,Kerala,Kollam,1,0.0,0.0,1
2022-10-14,hepatitis_a_probable,Kerala,Palakkad,1,0.0,0.0,1
2022-10-14,hepatitis_a_probable,Kerala,Thiruvananthapuram,1,0.0,0.0,1
2022-10-14,hepatitis_b,Kerala,Ernakulam,2,0.0169773197065759,0.0138667501267032,2
2022-10-14,hepatitis_b,Kerala,Idukki,1,8.868638994202917e-05,8.868638994202917e-05,1
2022-10-14,hepatitis_b,Kerala,Kannur,1,0.0,0.0,1
2022-10-14,hepatitis_b,Kerala,Kasaragod,0,0.3373685072099475,0.3373685072099475,1
2022-10-14,hepatitis_b,Kerala,Palakkad,1,0.0010884238765612,0.0010884238765612,2
2022-10-14,scrub_typhus,Kerala,Palakkad,0,0.0,0.0,1
2022-10-14,typhoid,Kerala,Pathanamthitta,0,0.0,0.0,1
2022-10-14,typhoid,Kerala,Thrissur,1,0.0,0.0,1
2022-10-15,acute_diarrheal_disease,Kerala,Kollam,0,0.0,0.0,1
2022-10-15,acute_diarrheal_disease,Kerala,Kozhikode,0,0.0006853039222793,0.0006853039222793,1
2022-10-15,dengue,Kerala,Kottayam,0,0.0002553093043785,0.0002553093043785,1
2022-10-15,hepatitis_a_probable,Kerala,Ernakulam,1,0.0,0.0,1
2022-10-15,hepatitis_a_probable,Kerala,Kasaragod,3,0.0105187586496748,0.009746198683825,2
2022-10-15,hepatitis_b,Kerala,Ernakulam,2,0.0,0.0,2
2022-10-15,hepatitis_b,Kerala,Wayanad,0,0.0031367867000124,0.0031367867000124,1
2022-10-15,scrub_typhus,Kerala,Kasaragod,0,0.0,0.0,2
2022-10-15,scrub_typhus,Kerala,Palakkad,1,0.0,0.0,1
2022-10-15,typhoid,Kerala,Ernakulam,0,0.0,0.0,1
2022-10-16,acute_diarrheal_disease,Kerala,Ernakulam,0,0.0,0.0,1
2022-10-16,acute_diarrheal_disease,Kerala,Kasaragod,1,0.0016192931689679,0.0016192931689679,1
2022-10-16,acute_diarrheal_disease,Kerala,Pathanamthitta,1,0.0,0.0,1
2022-10-16,acute_diarrheal_disease,Kerala,Thrissur,0,0.0023634770145291,0.0023634770145291,1
2022-10-16,dengue,Kerala,Alappuzha,0,0.0,0.0,1
2022-10-16,dengue,Kerala,Ernakulam,0,0.0010502181910647,0.0010502181910647,1
2022-10-16,dengue,Kerala,Malappuram,1,0.0,0.0,2
2022-10-16,dengue,Kerala,Thrissur,1,0.0055681097224647,0.005406861740752,2
2022-10-16,hepatitis_a_probable,Kerala,Ernakulam,1,0.0011556105356082,0.0011556105356082,1
2022-10-16,hepatitis_a_probable,Kerala,Pathanamthitta,1,0.0,0.0,1
2022-10-16,hepatitis_b,Kerala,Kollam,0,4.031199542819508e-05,4.031199542819508e-05,1
2022-10-16,hepatitis_b,Kerala,Kozhikode,0,0.0,0.0,1
2022-10-16,hepatitis_b,Kerala,Palakkad,0,0.0,0.0,1
2022-10-16,hepatitis_c,Kerala,Kasaragod,0,0.0006109632085161,0.0006109632085161,1
2022-10-16,hepatitis_c,Kerala,Malappuram,0,0.0,0.0,1
2022-10-16,leptospirosis_confirmed,Kerala,Kollam,1,0.000185005571067,0.000185005571067,1
2022-10-16,malaria,Kerala,Malappuram,0,0.0,0.0,1
2022-10-16,malaria,Kerala,Palakkad,0,0.0037075931750198,0.0037075931750198,1
2022-10-16,scrub_typhus,Kerala,Kannur,0,0.0,0.0,1
2022-10-17,acute_diarrheal_disease,Kerala,Ernakulam,1,0.0,0.0,1
2022-10-17,acute_diarrheal_disease,Kerala,Idukki,0,0.0044133327974964,0.0044133327974964,1
2022-10-17,acute_diarrheal_disease,Kerala,Malappuram,1,0.0,0.0,1
2022-10-17,dengue,Kerala,Alappuzha,1,0.0824221559189124,0.0824221559189124,1
2022-10-17,dengue,Kerala,Kottayam,0,0.0002666237499848,0.0002666237499848,1
2022-10-17,dengue,Kerala,Malappuram,0,0.0030144109136689,0.0030144109136689,1
2022-10-17,dengue,Kerala,Palakkad,0,0.0,0.0,1
2022-10-17,dengue,Kerala,Thiruvananthapuram,1,0.0003029254789618,0.0003029254789618,1
2022-10-17,hepatitis_a_probable,Kerala,Idukki,0,0.0002586114541948,0.0002586114541948,1
2022-10-17,hepatitis_a_probable,Kerala,Kollam,1,0.0,0.0,1
2022-10-17,hepatitis_a_probable,Kerala,Thrissur,1,0.0,0.0,1
2022-10-17,hepatitis_b,Kerala,Ernakulam,1,0.0,0.0,1
2022-10-17,hepatitis_b,Kerala,Kottayam,0,0.0030883313068394,0.0030883313068394,1
2022-10-17,hepatitis_c,Kerala,Alappuzha,0,0.0,0.0,1
2022-10-17,hepatitis_c,Kerala,Ernakulam,0,0.0004837439451383,0.0004837439451383,1
2022-10-17,leptospirosis_confirmed,Kerala,Kollam,1,0.0009840954414171,0.0009840954414171,1
2022-10-17,leptospirosis_probable,Kerala,Palakkad,0,0.0,0.0,1
2022-10-17,malaria,Kerala,Kannur,0,0.0,0.0,1
2022-10-17,malaria,Kerala,Malappuram,0,0.0,0.0,1
2022-10-17,malaria,Kerala,Palakkad,0,0.0,0.0,1
2022-10-17,malaria,Kerala,Thiruvananthapuram,1,0.0,0.0,1
2022-10-17,scrub_typhus,Kerala,Kottayam,0,0.0576031311076477,0.0576031311076477,1
2022-10-17,scrub_typhus,Kerala,Thrissur,0,0.0003838136646328,0.0003838136646328,1
2022-10-17,typhoid,Kerala,Thrissur,1,0.0,0.0,1
2022-10-18,acute_diarrheal_disease,Kerala,Ernakulam,1,0.0,0.0,1
2022-10-18,dengue,Kerala,Kollam,0,0.0005643679359947,0.0005643679359947,1
2022-10-18,dengue,Kerala,Malappuram,0,3.803335520043203e-05,3.803335520043203e-05,1
2022-10-18,fever_op,Kerala,Kollam,0,0.0,0.0,1
2022-10-18,fever_op,Kerala,Malappuram,1,0.0001074986544751,0.0001074986544751,1
2022-10-18,fever_op,Kerala,Wayanad,0,0.6528782017215461,0.6528782017215461,1
2022-10-18,hepatitis_a_probable,Kerala,Kasaragod,1,0.0,0.0,1
2022-10-18,hepatitis_a_probable,Kerala,Kozhikode,0,0.0,0.0,1
2022-10-18,hepatitis_a_probable,Kerala,Palakkad,1,4.031199542819508e-05,4.031199542819508e-05,1
2022-10-18,hepatitis_a_probable,Kerala,Pathanamthitta,1,0.0047836901241458,0.0047836901241458,1
2022-10-18,hepatitis_b,Kerala,Kollam,0,0.0,0.0,1
2022-10-18,hepatitis_c,Kerala,Idukki,0,0.0017737277988405,0.0017737277988405,2
2022-10-18,leptospirosis_confirmed,Kerala,Ernakulam,0,0.0,0.0,1
2022-10-18,leptospirosis_confirmed,Kerala,Kottayam,0,8.599892358014952e-05,8.599892358014952e-05,1
2022-10-18,leptospirosis_confirmed,Kerala,Thiruvananthapuram,0,0.1197011007025743,0.1197011007025743,1
2022-10-18,leptospirosis_probable,Kerala,Ernakulam,1,0.0,0.0,1
2022-10-18,leptospirosis_probable,Kerala,Kollam,0,0.0055528409565606,0.0055528409565606,1
2022-10-18,leptospirosis_probable,Kerala,Kozhikode,0,0.0007235889058177,0.0007235889058177,1
2022-10-18,leptospirosis_probable,Kerala,Malappuram,0,0.0,0.0,1
2022-10-18,malaria,Kerala,Kannur,0,0.0,0.0,1
2022-10-18,scrub_typhus,Kerala,Idukki,0,0.0,0.0,1
2022-10-18,scrub_typhus,Kerala,Kannur,1,0.003743014161147,0.003743014161147,1
2022-10-18,typhoid,Kerala,Kasaragod,1,0.0,0.0,1
2022-10-19,dengue,Kerala,Ernakulam,0,0.0217853363708496,0.0217853363708496,2
2022-10-19,dengue,Kerala,Kannur,0,0.16881481458952582,0.168766440195012,2
2022-10-19,dengue,Kerala,Kozhikode,1,0.0006661285366848,0.0006661285366848,1
2022-10-19,dengue,Kerala,Thiruvananthapuram,1,0.005113998715201,0.005113998715201,2
2022-10-19,fever_op,Kerala,Kannur,1,0.0,0.0,1
2022-10-19,fever_op,Kerala,Kollam,0,0.0053359374334582,0.0053359374334582,1
2022-10-19,fever_op,Kerala,Pathanamthitta,1,0.0,0.0,1
2022-10-19,hepatitis_a_probable,Kerala,Palakkad,0,0.0,0.0,1
2022-10-19,hepatitis_a_probable,Kerala,Thrissur,1,0.0,0.0,1
2022-10-19,hepatitis_b,Kerala,Idukki,1,0.0,0.0,1
2022-10-19,hepatitis_b,Kerala,Kasaragod,0,0.0,0.0,1
2022-10-19,leptospirosis_confirmed,Kerala,Ernakulam,0,0.0,0.0,1
2022-10-19,leptospirosis_confirmed,Kerala,Thrissur,1,0.0,0.0,1
2022-10-19,leptospirosis_probable,Kerala,Idukki,1,0.0,0.0,1
2022-10-19,leptospirosis_probable,Kerala,Pathanamthitta,0,0.0,0.0,1
2022-10-19,malaria,Kerala,Alappuzha,0,0.0,0.0,1
2022-10-19,malaria,Kerala,Thiruvananthapuram,0,0.0,0.0,1
2022-10-19,scrub_typhus,Kerala,Kollam,1,0.0003935759471644,0.0003935759471644,1
2022-10-19,scrub_typhus,Kerala,Kottayam,0,0.0,0.0,1
2022-10-20,chicken_pox,Kerala,Ernakulam,0,0.0162702904136758,0.0162702904136758,1
2022-10-20,chicken_pox,Kerala,Malappuram,1,0.0007256159177075,0.0007256159177075,1
2022-10-20,dengue,Kerala,Kottayam,0,0.0001225484661017,0.0001225484661017,1
2022-10-20,dengue,Kerala,Thrissur,1,0.0015362269893469,0.0015362269893469,1
2022-10-20,dengue,Kerala,Wayanad,0,8.42887177134988e-05,8.42887177134988e-05,1
2022-10-20,hepatitis_a_confirmed,Kerala,Kannur,0,0.0,0.0,1
2022-10-20,hepatitis_a_probable,Kerala,Idukki,1,0.0,0.0,1
2022-10-20,hepatitis_c,Kerala,Kasaragod,0,0.0003050444603385,0.0003050444603385,1
2022-10-20,hepatitis_c,Kerala,Pathanamthitta,0,0.0,0.0,1
2022-10-20,leptospirosis_confirmed,Kerala,Malappuram,0,0.0,0.0,1
2022-10-20,leptospirosis_confirmed,Kerala,Palakkad,0,0.0,0.0,1
2022-10-20,leptospirosis_confirmed,Kerala,Thiruvananthapuram,0,0.0004434319497101,0.0004434319497101,1
2022-10-20,leptospirosis_probable,Kerala,Ernakulam,0,0.0166632039782987,0.0166632039782987,1
2022-10-20,leptospirosis_probable,Kerala,Palakkad,0,0.0,0.0,1
2022-10-20,malaria,Kerala,Thiruvananthapuram,0,0.0,0.0,1
2022-10-20,rabies_confirmed,Kerala,Kasaragod,1,0.0,0.0,1
2022-10-21,chicken_pox,Kerala,Ernakulam,0,0.0,0.0,1
2022-10-21,chicken_pox,Kerala,Kottayam,0,0.0,0.0,1
2022-10-21,dengue,Kerala,Alappuzha,1,8.062399085639016e-05,8.062399085639016e-05,1
2022-10-21,dengue,Kerala,Kollam,1,0.0,0.0,1
2022-10-21,dengue,Kerala,Kozhikode,0,0.0007256159177075,0.0007256159177075,1
2022-10-21,dengue,Kerala,Malappuram,1,0.0227879338455907,0.0227879338455907,1
2022-10-21,fever_op,Kerala,Alappuzha,1,0.0,0.0,1
2022-10-21,fever_op,Kerala,Ernakulam,1,0.0,0.0,1
2022-10-21,fever_op,Kerala,Thrissur,0,0.0,0.0,1
2022-10-21,hepatitis_a_confirmed,Kerala,Alappuzha,1,0.0086632683625838,0.0086632683625838,1
2022-10-21,hepatitis_a_confirmed,Kerala,Malappuram,0,0.0003628079588537,0.0003628079588537,1
2022-10-21,leptospirosis_confirmed,Kerala,Alappuzha,1,0.0,0.0,1
2022-10-21,leptospirosis_confirmed,Kerala,Kollam,1,0.0,0.0,1
2022-10-21,leptospirosis_confirmed,Kerala,Malappuram,0,0.0,0.0,1
2022-10-21,leptospirosis_confirmed,Kerala,Palakkad,0,0.0004663959371488,0.0004663959371488,1
2022-10-21,leptospirosis_confirmed,Kerala,Pathanamthitta,1,0.0,0.0,2
2022-10-21,leptospirosis_probable,Kerala,Alappuzha,0,0.0,0.0,1
2022-10-21,leptospirosis_probable,Kerala,Kannur,0,0.0049983158315242,0.0049983158315242,1
2022-10-21,leptospirosis_probable,Kerala,Kollam,0,0.0,0.0,1
2022-10-21,leptospirosis_probable,Kerala,Kottayam,0,0.0,0.0,1
2022-10-21,leptospirosis_probable,Kerala,Malappuram,0,0.0002418719725691,0.0002418719725691,1
2022-10-21,rabies_confirmed,Kerala,Kannur,1,0.0,0.0,1
2022-10-21,rabies_confirmed,Kerala,Kollam,0,0.0,0.0,1
2022-10-21,typhoid,Kerala,Thiruvananthapuram,0,0.0,0.0,1
2022-10-21,west_nile_confirmed,Kerala,Malappuram,1,0.0,0.0,1
2022-10-22,chicken_pox,Kerala,Alappuzha,0,0.0,0.0,1
2022-10-22,chicken_pox,Kerala,Thrissur,0,0.0,0.0,1
2022-10-22,dengue,Kerala,Kollam,1,0.0,0.0,1
2022-10-22,dengue,Kerala,Thiruvananthapuram,0,0.0,0.0,1
2022-10-22,dengue,Kerala,Thrissur,1,0.0016124798171278,0.0016124798171278,2
2022-10-22,fever_op,Kerala,Kannur,1,0.00189789317865,0.00189789317865,1
2022-10-22,fever_op,Kerala,Thiruvananthapuram,1,0.0004235515147294,0.0004235515147294,1
2022-10-22,fever_op,Kerala,Wayanad,1,0.0,0.0,1
2022-10-22,hepatitis_a_confirmed,Kerala,Alappuzha,0,0.0001167439848076,0.0001167439848076,1
2022-10-22,hepatitis_a_confirmed,Kerala,Kasaragod,1,0.0,0.0,1
2022-10-22,hepatitis_a_confirmed,Kerala,Kozhikode,1,0.0,0.0,1
2022-10-22,leptospirosis_confirmed,Kerala,Alappuzha,0,0.0355988365808582,0.0355988365808582,1
2022-10-22,leptospirosis_confirmed,Kerala,Thiruvananthapuram,0,0.0,0.0,1
2022-10-22,leptospirosis_confirmed,Kerala,Wayanad,0,0.0,0.0,1
2022-10-22,leptospirosis_probable,Kerala,Kottayam,0,0.0,0.0,1
2022-10-22,leptospirosis_probable,Kerala,Malappuram,0,0.0,0.0,1
2022-10-22,leptospirosis_probable,Kerala,Pathanamthitta,0,8.062399085639016e-05,8.062399085639016e-05,1
2022-10-22,west_nile_confirmed,Kerala,Kasaragod,1,0.0,0.0,1
